Operaciones,Longs,Shorts,Ganadoras,Perdedoras,Saldo Final,Rentabilidad (%),RSI_CORTE,ADX_THRESHOLD,DI_PERCENTILE,DI_WINDOW,TP,SL,Win %,ProfitFactor
2,0,2,2,0,212.18,6.09,45,18,0.5,50,3,-5,100.0,2.0
2,0,2,2,0,216.32,8.16,50,18,0.5,50,4,-12,100.0,2.0
2,0,2,2,0,220.5,10.25,55,18,0.5,50,5,-8,100.0,2.0
2,0,2,2,0,220.5,10.25,55,18,0.5,50,5,-10,100.0,2.0
2,0,2,2,0,220.5,10.25,55,18,0.5,50,5,-12,100.0,2.0
2,0,2,2,0,220.5,10.25,50,18,0.5,50,5,-12,100.0,2.0
2,0,2,2,0,220.5,10.25,50,18,0.5,50,5,-10,100.0,2.0
2,0,2,2,0,220.5,10.25,50,18,0.5,50,5,-8,100.0,2.0
2,0,2,2,0,220.5,10.25,50,18,0.5,50,5,-5,100.0,2.0
2,0,2,2,0,216.32,8.16,50,18,0.5,50,4,-10,100.0,2.0
3,1,2,2,1,190.36,-4.82,45,18,0.5,150,4,-12,66.67,2.0
2,0,2,2,0,216.32,8.16,50,18,0.5,50,4,-8,100.0,2.0
2,0,2,2,0,216.32,8.16,50,18,0.5,50,4,-5,100.0,2.0
2,0,2,2,0,212.18,6.09,45,18,0.5,50,3,-8,100.0,2.0
2,0,2,2,0,216.32,8.16,55,18,0.5,50,4,-8,100.0,2.0
3,1,2,2,1,194.04,-2.98,45,18,0.5,150,5,-12,66.67,2.0
3,1,2,2,1,198.45,-0.77,45,18,0.5,150,5,-10,66.67,2.0
3,1,2,2,1,202.86,1.43,45,18,0.5,150,5,-8,66.67,2.0
2,0,2,2,0,220.5,10.25,55,18,0.5,50,5,-5,100.0,2.0
2,0,2,2,0,216.32,8.16,55,18,0.5,50,4,-12,100.0,2.0
2,0,2,2,0,216.32,8.16,55,18,0.5,50,4,-10,100.0,2.0
2,0,2,2,0,212.18,6.09,55,18,0.5,50,3,-5,100.0,2.0
2,0,2,2,0,212.18,6.09,55,18,0.5,50,3,-12,100.0,2.0
3,1,2,2,1,201.57,0.79,50,18,0.5,150,3,-5,66.67,2.0
3,1,2,2,1,195.21,-2.4,50,18,0.5,150,3,-8,66.67,2.0
3,1,2,2,1,190.96,-4.52,50,18,0.5,150,3,-10,66.67,2.0
3,1,2,2,1,186.72,-6.64,50,18,0.5,150,3,-12,66.67,2.0
3,1,2,2,1,205.5,2.75,50,18,0.5,150,4,-5,66.67,2.0
3,1,2,2,1,199.01,-0.49,50,18,0.5,150,4,-8,66.67,2.0
3,1,2,2,1,194.69,-2.66,50,18,0.5,150,4,-10,66.67,2.0
3,1,2,2,1,190.36,-4.82,50,18,0.5,150,4,-12,66.67,2.0
3,1,2,2,1,209.48,4.74,50,18,0.5,150,5,-5,66.67,2.0
3,1,2,2,1,202.86,1.43,50,18,0.5,150,5,-8,66.67,2.0
3,1,2,2,1,198.45,-0.77,50,18,0.5,150,5,-10,66.67,2.0
3,1,2,2,1,194.04,-2.98,50,18,0.5,150,5,-12,66.67,2.0
2,0,2,2,0,212.18,6.09,55,18,0.5,50,3,-10,100.0,2.0
2,0,2,2,0,212.18,6.09,55,18,0.5,50,3,-8,100.0,2.0
3,1,2,2,1,209.48,4.74,45,18,0.5,150,5,-5,66.67,2.0
2,0,2,2,0,212.18,6.09,50,18,0.5,50,3,-12,100.0,2.0
3,1,2,2,1,194.69,-2.66,45,18,0.5,150,4,-10,66.67,2.0
3,1,2,2,1,199.01,-0.49,45,18,0.5,150,4,-8,66.67,2.0
3,1,2,2,1,198.45,-0.77,55,18,0.5,150,5,-10,66.67,2.0
3,1,2,2,1,202.86,1.43,55,18,0.5,150,5,-8,66.67,2.0
3,1,2,2,1,209.48,4.74,55,18,0.5,150,5,-5,66.67,2.0
3,1,2,2,1,190.36,-4.82,55,18,0.5,150,4,-12,66.67,2.0
3,1,2,2,1,194.69,-2.66,55,18,0.5,150,4,-10,66.67,2.0
3,1,2,2,1,199.01,-0.49,55,18,0.5,150,4,-8,66.67,2.0
3,1,2,2,1,205.5,2.75,55,18,0.5,150,4,-5,66.67,2.0
3,1,2,2,1,186.72,-6.64,55,18,0.5,150,3,-12,66.67,2.0
3,1,2,2,1,190.96,-4.52,55,18,0.5,150,3,-10,66.67,2.0
3,1,2,2,1,195.21,-2.4,55,18,0.5,150,3,-8,66.67,2.0
3,1,2,2,1,201.57,0.79,55,18,0.5,150,3,-5,66.67,2.0
2,0,2,2,0,220.5,10.25,45,18,0.5,50,5,-12,100.0,2.0
2,0,2,2,0,220.5,10.25,45,18,0.5,50,5,-10,100.0,2.0
2,0,2,2,0,220.5,10.25,45,18,0.5,50,5,-8,100.0,2.0
2,0,2,2,0,220.5,10.25,45,18,0.5,50,5,-5,100.0,2.0
2,0,2,2,0,216.32,8.16,45,18,0.5,50,4,-12,100.0,2.0
2,0,2,2,0,216.32,8.16,45,18,0.5,50,4,-10,100.0,2.0
2,0,2,2,0,216.32,8.16,45,18,0.5,50,4,-8,100.0,2.0
2,0,2,2,0,216.32,8.16,45,18,0.5,50,4,-5,100.0,2.0
2,0,2,2,0,212.18,6.09,45,18,0.5,50,3,-12,100.0,2.0
2,0,2,2,0,212.18,6.09,45,18,0.5,50,3,-10,100.0,2.0
3,1,2,2,1,194.04,-2.98,55,18,0.5,150,5,-12,66.67,2.0
2,0,2,2,0,216.32,8.16,55,18,0.5,50,4,-5,100.0,2.0
3,1,2,2,1,205.5,2.75,45,18,0.5,150,4,-5,66.67,2.0
3,1,2,2,1,186.72,-6.64,45,18,0.5,150,3,-12,66.67,2.0
3,1,2,2,1,190.96,-4.52,45,18,0.5,150,3,-10,66.67,2.0
3,1,2,2,1,195.21,-2.4,45,18,0.5,150,3,-8,66.67,2.0
3,1,2,2,1,201.57,0.79,45,18,0.5,150,3,-5,66.67,2.0
2,0,2,2,0,212.18,6.09,50,18,0.5,50,3,-10,100.0,2.0
2,0,2,2,0,212.18,6.09,50,18,0.5,50,3,-8,100.0,2.0
2,0,2,2,0,212.18,6.09,50,18,0.5,50,3,-5,100.0,2.0
1,0,1,1,0,212.0,6.0,55,18,0.5,50,6,-5,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.5,50,6,-10,100.0,1.0
2,1,1,1,1,183.04,-8.48,55,18,0.5,100,4,-12,50.0,1.0
2,1,1,1,1,199.5,-0.25,55,18,0.5,100,5,-5,50.0,1.0
2,1,1,1,1,193.2,-3.4,55,18,0.5,100,5,-8,50.0,1.0
2,1,1,1,1,189.0,-5.5,55,18,0.5,100,5,-10,50.0,1.0
2,1,1,1,1,184.8,-7.6,55,18,0.5,100,5,-12,50.0,1.0
2,1,1,1,1,187.2,-6.4,55,18,0.5,100,4,-10,50.0,1.0
2,1,1,1,1,191.36,-4.32,55,18,0.5,100,4,-8,50.0,1.0
2,1,1,1,1,197.6,-1.2,55,18,0.5,100,4,-5,50.0,1.0
2,1,1,1,1,181.28,-9.36,55,18,0.5,100,3,-12,50.0,1.0
2,1,1,1,1,185.4,-7.3,55,18,0.5,100,3,-10,50.0,1.0
2,1,1,1,1,189.52,-5.24,55,18,0.5,100,3,-8,50.0,1.0
2,1,1,1,1,195.7,-2.15,55,18,0.5,100,3,-5,50.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.5,50,6,-12,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.5,50,6,-8,100.0,1.0
2,1,1,1,1,195.04,-2.48,50,25,0.7,150,6,-8,50.0,1.0
2,1,1,1,1,186.56,-6.72,50,25,0.7,150,6,-12,50.0,1.0
1,0,1,1,0,212.0,6.0,50,25,0.7,50,6,-5,100.0,1.0
1,0,1,1,0,208.0,4.0,50,25,0.7,100,4,-8,100.0,1.0
1,0,1,1,0,208.0,4.0,50,25,0.7,100,4,-5,100.0,1.0
1,0,1,1,0,206.0,3.0,50,25,0.7,100,3,-12,100.0,1.0
1,0,1,1,0,206.0,3.0,50,25,0.7,100,3,-10,100.0,1.0
1,0,1,1,0,206.0,3.0,50,25,0.7,100,3,-8,100.0,1.0
1,0,1,1,0,206.0,3.0,50,25,0.7,100,3,-5,100.0,1.0
1,0,1,1,0,212.0,6.0,50,25,0.7,50,6,-12,100.0,1.0
1,0,1,1,0,212.0,6.0,50,25,0.7,50,6,-10,100.0,1.0
1,0,1,1,0,212.0,6.0,50,25,0.7,50,6,-8,100.0,1.0
1,0,1,1,0,210.0,5.0,50,25,0.7,50,5,-12,100.0,1.0
1,0,1,1,0,208.0,4.0,50,25,0.7,100,4,-12,100.0,1.0
1,0,1,1,0,210.0,5.0,50,25,0.7,50,5,-10,100.0,1.0
1,0,1,1,0,210.0,5.0,50,25,0.7,50,5,-8,100.0,1.0
1,0,1,1,0,210.0,5.0,50,25,0.7,50,5,-5,100.0,1.0
1,0,1,1,0,208.0,4.0,50,25,0.7,50,4,-12,100.0,1.0
1,0,1,1,0,208.0,4.0,50,25,0.7,50,4,-10,100.0,1.0
1,0,1,1,0,208.0,4.0,50,25,0.7,50,4,-8,100.0,1.0
1,0,1,1,0,208.0,4.0,50,25,0.7,50,4,-5,100.0,1.0
1,0,1,1,0,206.0,3.0,50,25,0.7,50,3,-12,100.0,1.0
1,0,1,1,0,206.0,3.0,50,25,0.7,50,3,-10,100.0,1.0
1,0,1,1,0,208.0,4.0,50,25,0.7,100,4,-10,100.0,1.0
1,0,1,1,0,210.0,5.0,50,25,0.7,100,5,-5,100.0,1.0
2,1,1,1,1,190.8,-4.6,50,25,0.7,150,6,-10,50.0,1.0
2,1,1,1,1,197.6,-1.2,50,25,0.7,150,4,-5,50.0,1.0
2,1,1,1,1,195.04,-2.48,55,18,0.5,100,6,-8,50.0,1.0
2,1,1,1,1,201.4,0.7,50,25,0.7,150,6,-5,50.0,1.0
2,1,1,1,1,184.8,-7.6,50,25,0.7,150,5,-12,50.0,1.0
2,1,1,1,1,189.0,-5.5,50,25,0.7,150,5,-10,50.0,1.0
2,1,1,1,1,193.2,-3.4,50,25,0.7,150,5,-8,50.0,1.0
2,1,1,1,1,199.5,-0.25,50,25,0.7,150,5,-5,50.0,1.0
2,1,1,1,1,183.04,-8.48,50,25,0.7,150,4,-12,50.0,1.0
2,1,1,1,1,187.2,-6.4,50,25,0.7,150,4,-10,50.0,1.0
2,1,1,1,1,191.36,-4.32,50,25,0.7,150,4,-8,50.0,1.0
2,1,1,1,1,181.28,-9.36,50,25,0.7,150,3,-12,50.0,1.0
1,0,1,1,0,210.0,5.0,50,25,0.7,100,5,-8,100.0,1.0
2,1,1,1,1,185.4,-7.3,50,25,0.7,150,3,-10,50.0,1.0
2,1,1,1,1,189.52,-5.24,50,25,0.7,150,3,-8,50.0,1.0
2,1,1,1,1,195.7,-2.15,50,25,0.7,150,3,-5,50.0,1.0
1,0,1,1,0,212.0,6.0,50,25,0.7,100,6,-12,100.0,1.0
1,0,1,1,0,212.0,6.0,50,25,0.7,100,6,-10,100.0,1.0
1,0,1,1,0,212.0,6.0,50,25,0.7,100,6,-8,100.0,1.0
1,0,1,1,0,212.0,6.0,50,25,0.7,100,6,-5,100.0,1.0
1,0,1,1,0,210.0,5.0,50,25,0.7,100,5,-12,100.0,1.0
1,0,1,1,0,210.0,5.0,50,25,0.7,100,5,-10,100.0,1.0
2,1,1,1,1,201.4,0.7,55,18,0.5,100,6,-5,50.0,1.0
2,1,1,1,1,186.56,-6.72,55,18,0.5,150,6,-12,50.0,1.0
2,1,1,1,1,190.8,-4.6,55,18,0.5,100,6,-10,50.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.7,50,5,-10,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.7,100,4,-5,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.7,100,3,-12,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.7,100,3,-10,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.7,100,3,-8,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.7,100,3,-5,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.7,50,6,-12,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.7,50,6,-10,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.7,50,6,-8,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.7,50,6,-5,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.7,50,5,-12,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.7,50,5,-8,100.0,1.0
2,1,1,1,1,195.04,-2.48,55,18,0.6,150,6,-8,50.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.7,50,5,-5,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.7,50,4,-12,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.7,50,4,-10,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.7,50,4,-8,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.7,50,4,-5,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.7,50,3,-12,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.7,50,3,-10,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.7,50,3,-8,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.7,50,3,-5,100.0,1.0
2,1,1,1,1,186.56,-6.72,55,18,0.6,150,6,-12,50.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.7,100,4,-8,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.7,100,4,-10,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.7,100,4,-12,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.7,100,5,-5,100.0,1.0
2,1,1,1,1,195.04,-2.48,55,18,0.7,150,6,-8,50.0,1.0
2,1,1,1,1,201.4,0.7,55,18,0.7,150,6,-5,50.0,1.0
2,1,1,1,1,184.8,-7.6,55,18,0.7,150,5,-12,50.0,1.0
2,1,1,1,1,189.0,-5.5,55,18,0.7,150,5,-10,50.0,1.0
2,1,1,1,1,193.2,-3.4,55,18,0.7,150,5,-8,50.0,1.0
2,1,1,1,1,199.5,-0.25,55,18,0.7,150,5,-5,50.0,1.0
2,1,1,1,1,183.04,-8.48,55,18,0.7,150,4,-12,50.0,1.0
2,1,1,1,1,187.2,-6.4,55,18,0.7,150,4,-10,50.0,1.0
2,1,1,1,1,191.36,-4.32,55,18,0.7,150,4,-8,50.0,1.0
2,1,1,1,1,197.6,-1.2,55,18,0.7,150,4,-5,50.0,1.0
2,1,1,1,1,181.28,-9.36,55,18,0.7,150,3,-12,50.0,1.0
2,1,1,1,1,185.4,-7.3,55,18,0.7,150,3,-10,50.0,1.0
2,1,1,1,1,189.52,-5.24,55,18,0.7,150,3,-8,50.0,1.0
2,1,1,1,1,195.7,-2.15,55,18,0.7,150,3,-5,50.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.7,100,6,-12,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.7,100,6,-10,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.7,100,6,-8,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.7,100,6,-5,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.7,100,5,-12,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.7,100,5,-10,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.7,100,5,-8,100.0,1.0
2,1,1,1,1,190.8,-4.6,55,18,0.6,150,6,-10,50.0,1.0
2,1,1,1,1,201.4,0.7,55,18,0.6,150,6,-5,50.0,1.0
2,1,1,1,1,186.56,-6.72,55,18,0.5,100,6,-12,50.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.6,50,4,-12,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.6,100,3,-8,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.6,100,3,-5,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.6,50,6,-12,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.6,50,6,-10,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.6,50,6,-8,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.6,50,6,-5,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.6,50,5,-12,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.6,50,5,-10,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.6,50,5,-8,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.6,50,5,-5,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.6,50,4,-10,100.0,1.0
2,1,1,1,1,184.8,-7.6,55,18,0.6,150,5,-12,50.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.6,50,4,-8,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.6,50,4,-5,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.6,50,3,-12,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.6,50,3,-10,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.6,50,3,-8,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.6,50,3,-5,100.0,1.0
1,0,1,1,0,206.0,3.0,50,25,0.7,50,3,-5,100.0,1.0
2,1,1,1,1,190.8,-4.6,55,18,0.5,150,6,-10,50.0,1.0
2,1,1,1,1,195.04,-2.48,55,18,0.5,150,6,-8,50.0,1.0
2,1,1,1,1,201.4,0.7,55,18,0.5,150,6,-5,50.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.6,100,3,-10,100.0,1.0
1,0,1,1,0,206.0,3.0,55,18,0.6,100,3,-12,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.6,100,4,-5,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.6,100,4,-8,100.0,1.0
2,1,1,1,1,189.0,-5.5,55,18,0.6,150,5,-10,50.0,1.0
2,1,1,1,1,193.2,-3.4,55,18,0.6,150,5,-8,50.0,1.0
2,1,1,1,1,199.5,-0.25,55,18,0.6,150,5,-5,50.0,1.0
2,1,1,1,1,183.04,-8.48,55,18,0.6,150,4,-12,50.0,1.0
2,1,1,1,1,187.2,-6.4,55,18,0.6,150,4,-10,50.0,1.0
2,1,1,1,1,191.36,-4.32,55,18,0.6,150,4,-8,50.0,1.0
2,1,1,1,1,197.6,-1.2,55,18,0.6,150,4,-5,50.0,1.0
2,1,1,1,1,181.28,-9.36,55,18,0.6,150,3,-12,50.0,1.0
2,1,1,1,1,185.4,-7.3,55,18,0.6,150,3,-10,50.0,1.0
2,1,1,1,1,189.52,-5.24,55,18,0.6,150,3,-8,50.0,1.0
2,1,1,1,1,195.7,-2.15,55,18,0.6,150,3,-5,50.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.6,100,6,-12,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.6,100,6,-10,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.6,100,6,-8,100.0,1.0
1,0,1,1,0,212.0,6.0,55,18,0.6,100,6,-5,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.6,100,5,-12,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.6,100,5,-10,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.6,100,5,-8,100.0,1.0
1,0,1,1,0,210.0,5.0,55,18,0.6,100,5,-5,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.6,100,4,-12,100.0,1.0
1,0,1,1,0,208.0,4.0,55,18,0.6,100,4,-10,100.0,1.0
1,0,1,1,0,206.0,3.0,50,25,0.7,50,3,-8,100.0,1.0
2,1,1,1,1,197.6,-1.2,50,25,0.6,150,4,-5,50.0,1.0
2,1,1,1,1,186.56,-6.72,50,25,0.6,150,6,-12,50.0,1.0
1,0,1,1,0,210.0,5.0,50,22,0.7,50,5,-5,100.0,1.0
1,0,1,1,0,208.0,4.0,50,22,0.7,50,4,-10,100.0,1.0
1,0,1,1,0,208.0,4.0,50,22,0.7,50,4,-8,100.0,1.0
1,0,1,1,0,208.0,4.0,50,22,0.7,50,4,-5,100.0,1.0
1,0,1,1,0,206.0,3.0,50,22,0.7,50,3,-12,100.0,1.0
1,0,1,1,0,206.0,3.0,50,22,0.7,50,3,-10,100.0,1.0
1,0,1,1,0,206.0,3.0,50,22,0.7,50,3,-8,100.0,1.0
1,0,1,1,0,206.0,3.0,50,22,0.7,50,3,-5,100.0,1.0
2,1,1,1,1,186.56,-6.72,50,22,0.6,150,6,-12,50.0,1.0
2,1,1,1,1,190.8,-4.6,50,22,0.6,150,6,-10,50.0,1.0
2,1,1,1,1,195.04,-2.48,50,22,0.6,150,6,-8,50.0,1.0
2,1,1,1,1,201.4,0.7,50,22,0.6,150,6,-5,50.0,1.0
2,1,1,1,1,184.8,-7.6,50,22,0.6,150,5,-12,50.0,1.0
2,1,1,1,1,189.0,-5.5,50,22,0.6,150,5,-10,50.0,1.0
2,1,1,1,1,193.2,-3.4,50,22,0.6,150,5,-8,50.0,1.0
2,1,1,1,1,199.5,-0.25,50,22,0.6,150,5,-5,50.0,1.0
2,1,1,1,1,183.04,-8.48,50,22,0.6,150,4,-12,50.0,1.0
2,1,1,1,1,187.2,-6.4,50,22,0.6,150,4,-10,50.0,1.0
2,1,1,1,1,191.36,-4.32,50,22,0.6,150,4,-8,50.0,1.0
2,1,1,1,1,197.6,-1.2,50,22,0.6,150,4,-5,50.0,1.0
2,1,1,1,1,181.28,-9.36,50,22,0.6,150,3,-12,50.0,1.0
2,1,1,1,1,185.4,-7.3,50,22,0.6,150,3,-10,50.0,1.0
2,1,1,1,1,189.52,-5.24,50,22,0.6,150,3,-8,50.0,1.0
2,1,1,1,1,195.7,-2.15,50,22,0.6,150,3,-5,50.0,1.0
1,0,1,1,0,208.0,4.0,50,22,0.7,50,4,-12,100.0,1.0
1,0,1,1,0,210.0,5.0,50,22,0.7,50,5,-8,100.0,1.0
1,0,1,1,0,212.0,6.0,50,22,0.6,100,6,-10,100.0,1.0
1,0,1,1,0,210.0,5.0,50,22,0.7,50,5,-10,100.0,1.0
2,1,1,1,1,189.52,-5.24,50,22,0.7,150,3,-8,50.0,1.0
2,1,1,1,1,195.7,-2.15,50,22,0.7,150,3,-5,50.0,1.0
1,0,1,1,0,212.0,6.0,50,22,0.7,100,6,-12,100.0,1.0
1,0,1,1,0,212.0,6.0,50,22,0.7,100,6,-10,100.0,1.0
1,0,1,1,0,212.0,6.0,50,22,0.7,100,6,-8,100.0,1.0
1,0,1,1,0,212.0,6.0,50,22,0.7,100,6,-5,100.0,1.0
1,0,1,1,0,210.0,5.0,50,22,0.7,100,5,-12,100.0,1.0
1,0,1,1,0,210.0,5.0,50,22,0.7,100,5,-10,100.0,1.0
1,0,1,1,0,210.0,5.0,50,22,0.7,100,5,-8,100.0,1.0
1,0,1,1,0,210.0,5.0,50,22,0.7,100,5,-5,100.0,1.0
1,0,1,1,0,208.0,4.0,50,22,0.7,100,4,-12,100.0,1.0
1,0,1,1,0,208.0,4.0,50,22,0.7,100,4,-10,100.0,1.0
1,0,1,1,0,208.0,4.0,50,22,0.7,100,4,-8,100.0,1.0
1,0,1,1,0,208.0,4.0,50,22,0.7,100,4,-5,100.0,1.0
1,0,1,1,0,206.0,3.0,50,22,0.7,100,3,-12,100.0,1.0
